prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
g18__g18_021__template_default__small_tiny,g18,Gotzner et al. (2018),g18_021,small/tiny,small,tiny,small,tiny,adj,default,"It is small, but not tiny.",0.24,True,cross-scale/human_data/g18.csv,"It is small, but not",tiny, tiny,.,"It is small, but not tiny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/small_tiny.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_012__template_default__snug_tight,g18,Gotzner et al. (2018),g18_012,snug/tight,snug,tight,snug,tight,adj,default,"It is snug, but not tight.",0.18,True,cross-scale/human_data/g18.csv,"It is snug, but not",tight, tight,.,"It is snug, but not tight.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/snug_tight.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_011__template_default__special_unique,g18,Gotzner et al. (2018),g18_011,special/unique,special,unique,special,unique,adj,default,"It is special, but not unique.",0.17,True,cross-scale/human_data/g18.csv,"It is special, but not",unique, unique,.,"It is special, but not unique.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/special_unique.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_009__template_default__tasty_delicious,g18,Gotzner et al. (2018),g18_009,tasty/delicious,tasty,delicious,tasty,delicious,adj,default,"That is tasty, but not delicious.",0.16,True,cross-scale/human_data/g18.csv,"That is tasty, but not",delicious, delicious,.,"That is tasty, but not delicious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/tasty_delicious.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_003__template_default__thin_skinny,g18,Gotzner et al. (2018),g18_003,thin/skinny,thin,skinny,thin,skinny,adj,default,"She is thin, but not skinny.",0.11,True,cross-scale/human_data/g18.csv,"She is thin, but not",skinny, skinny,.,"She is thin, but not skinny.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/thin_skinny.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_042__template_default__tipsy_drunk,g18,Gotzner et al. (2018),g18_042,tipsy/drunk,tipsy,drunk,tipsy,drunk,adj,default,"She is tipsy, but not drunk.",0.38,True,cross-scale/human_data/g18.csv,"She is tipsy, but not",drunk, drunk,.,"She is tipsy, but not drunk.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/tipsy_drunk.json,1029,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_030__template_default__tired_exhausted,g18,Gotzner et al. (2018),g18_030,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"He is tired, but not exhausted.",0.3,True,cross-scale/human_data/g18.csv,"He is tired, but not",exhausted, exhausted,.,"He is tired, but not exhausted.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/tired_exhausted.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_004__template_default__transparent_crystal clear,g18,Gotzner et al. (2018),g18_004,transparent/crystal clear,transparent,crystal clear,transparent,crystal clear,adj,default,"It is transparent, but not crystal clear.",0.11,True,cross-scale/human_data/g18.csv,"It is transparent, but not",crystal clear, crystal clear,.,"It is transparent, but not crystal clear.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/transparent_crystal clear.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_016__template_default__ugly_hideous,g18,Gotzner et al. (2018),g18_016,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"He is ugly, but not hideous.",0.21,True,cross-scale/human_data/g18.csv,"He is ugly, but not",hideous, hideous,.,"He is ugly, but not hideous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/ugly_hideous.json,328,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_029__template_default__unhappy_miserable,g18,Gotzner et al. (2018),g18_029,unhappy/miserable,unhappy,miserable,unhappy,miserable,adj,default,"She is unhappy, but not miserable.",0.29,True,cross-scale/human_data/g18.csv,"She is unhappy, but not",miserable, miserable,.,"She is unhappy, but not miserable.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/unhappy_miserable.json,165,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_017__template_default__unkind_nasty,g18,Gotzner et al. (2018),g18_017,unkind/nasty,unkind,nasty,unkind,nasty,adj,default,"He is unkind, but not nasty.",0.21,True,cross-scale/human_data/g18.csv,"He is unkind, but not",nasty, nasty,.,"He is unkind, but not nasty.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/unkind_nasty.json,142,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_057__template_default__unsettling_horrific,g18,Gotzner et al. (2018),g18_057,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,default,"It is unsettling, but not horrific.",0.62,True,cross-scale/human_data/g18.csv,"It is unsettling, but not",horrific, horrific,.,"It is unsettling, but not horrific.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/unsettling_horrific.json,1040,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_061__template_default__warm_hot,g18,Gotzner et al. (2018),g18_061,warm/hot,warm,hot,warm,hot,adj,default,"It is warm, but not hot.",0.7,True,cross-scale/human_data/g18.csv,"It is warm, but not",hot, hot,.,"It is warm, but not hot.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/warm_hot.json,36,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_048__template_default__wary_scared,g18,Gotzner et al. (2018),g18_048,wary/scared,wary,scared,wary,scared,adj,default,"He is wary, but not scared.",0.45,True,cross-scale/human_data/g18.csv,"He is wary, but not",scared, scared,.,"He is wary, but not scared.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/wary_scared.json,1034,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
g18__g18_022__template_default__wet_soaked,g18,Gotzner et al. (2018),g18_022,wet/soaked,wet,soaked,wet,soaked,adj,default,"It is wet, but not soaked.",0.24,True,cross-scale/human_data/g18.csv,"It is wet, but not",soaked, soaked,.,"It is wet, but not soaked.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/g18/wet_soaked.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_001__template_default__amazing_miraculous,pvt21,Pankratz & van Tiel (2021),pvt21_001,amazing/miraculous,amazing,miraculous,amazing,miraculous,adj,default,"His achievement was amazing, but not miraculous.",0.363636364,True,cross-scale/human_data/pvt21.csv,"His achievement was amazing, but not",miraculous, miraculous,.,"His achievement was amazing, but not miraculous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/amazing_miraculous.json,1001,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_002__template_default__angry_violent,pvt21,Pankratz & van Tiel (2021),pvt21_002,angry/violent,angry,violent,angry,violent,adj,default,"The character was angry, but not violent.",0.176470588,True,cross-scale/human_data/pvt21.csv,"The character was angry, but not",violent, violent,.,"The character was angry, but not violent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/angry_violent.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_003__template_default__big_huge,pvt21,Pankratz & van Tiel (2021),pvt21_003,big/huge,big,huge,big,huge,adj,default,"The building was big, but not huge.",0.210526316,True,cross-scale/human_data/pvt21.csv,"The building was big, but not",huge, huge,.,"The building was big, but not huge.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/big_huge.json,69,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_004__template_default__bizarre_surreal,pvt21,Pankratz & van Tiel (2021),pvt21_004,bizarre/surreal,bizarre,surreal,bizarre,surreal,adj,default,"The movie was bizarre, but not surreal.",0.260869565,True,cross-scale/human_data/pvt21.csv,"The movie was bizarre, but not",surreal, surreal,.,"The movie was bizarre, but not surreal.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/bizarre_surreal.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_005__template_default__bright_brilliant,pvt21,Pankratz & van Tiel (2021),pvt21_005,bright/brilliant,bright,brilliant,bright,brilliant,adj,default,"The student was bright, but not brilliant.",0.125,True,cross-scale/human_data/pvt21.csv,"The student was bright, but not",brilliant, brilliant,.,"The student was bright, but not brilliant.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/bright_brilliant.json,1004,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_006__template_default__busy_full,pvt21,Pankratz & van Tiel (2021),pvt21_006,busy/full,busy,full,busy,full,adj,default,"The restaurant was busy, but not full.",0.2,True,cross-scale/human_data/pvt21.csv,"The restaurant was busy, but not",full, full,.,"The restaurant was busy, but not full.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/busy_full.json,35,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_007__template_default__calm_meditative,pvt21,Pankratz & van Tiel (2021),pvt21_007,calm/meditative,calm,meditative,calm,meditative,adj,default,"The music was calm, but not meditative.",0.057142857,True,cross-scale/human_data/pvt21.csv,"The music was calm, but not",meditative, meditative,.,"The music was calm, but not meditative.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/calm_meditative.json,1005,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_008__template_default__casual_sloppy,pvt21,Pankratz & van Tiel (2021),pvt21_008,casual/sloppy,casual,sloppy,casual,sloppy,adj,default,"His style was casual, but not sloppy.",0.517241379,True,cross-scale/human_data/pvt21.csv,"His style was casual, but not",sloppy, sloppy,.,"His style was casual, but not sloppy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/casual_sloppy.json,332,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_009__template_default__cold_frosty,pvt21,Pankratz & van Tiel (2021),pvt21_009,cold/frosty,cold,frosty,cold,frosty,adj,default,"His tone was cold, but not frosty.",0.235294118,True,cross-scale/human_data/pvt21.csv,"His tone was cold, but not",frosty, frosty,.,"His tone was cold, but not frosty.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/cold_frosty.json,1006,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_010__template_default__comfortable_luxurious,pvt21,Pankratz & van Tiel (2021),pvt21_010,comfortable/luxurious,comfortable,luxurious,comfortable,luxurious,adj,default,"The accommodations were comfortable, but not luxurious.",0.5,True,cross-scale/human_data/pvt21.csv,"The accommodations were comfortable, but not",luxurious, luxurious,.,"The accommodations were comfortable, but not luxurious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/comfortable_luxurious.json,1007,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_011__template_default__cool_cold,pvt21,Pankratz & van Tiel (2021),pvt21_011,cool/cold,cool,cold,cool,cold,adj,default,"The nights were cool, but not cold.",0.357142857,True,cross-scale/human_data/pvt21.csv,"The nights were cool, but not",cold, cold,.,"The nights were cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/cool_cold.json,1008,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_012__template_default__cute_beautiful,pvt21,Pankratz & van Tiel (2021),pvt21_012,cute/beautiful,cute,beautiful,cute,beautiful,adj,default,"His girlfriend was cute, but not beautiful.",0.135135135,True,cross-scale/human_data/pvt21.csv,"His girlfriend was cute, but not",beautiful, beautiful,.,"His girlfriend was cute, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/cute_beautiful.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_013__template_default__damp_wet,pvt21,Pankratz & van Tiel (2021),pvt21_013,damp/wet,damp,wet,damp,wet,adj,default,"The sand was damp, but not wet.",0.111111111,True,cross-scale/human_data/pvt21.csv,"The sand was damp, but not",wet, wet,.,"The sand was damp, but not wet.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/damp_wet.json,1010,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_014__template_default__dark_black,pvt21,Pankratz & van Tiel (2021),pvt21_014,dark/black,dark,black,dark,black,adj,default,"The sky was dark, but not black.",0.227272727,True,cross-scale/human_data/pvt21.csv,"The sky was dark, but not",black, black,.,"The sky was dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_015__template_default__decent_great,pvt21,Pankratz & van Tiel (2021),pvt21_015,decent/great,decent,great,decent,great,adj,default,"His haircut was decent, but not great.",0.5,True,cross-scale/human_data/pvt21.csv,"His haircut was decent, but not",great, great,.,"His haircut was decent, but not great.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/decent_great.json,4,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_016__template_default__dry_arid,pvt21,Pankratz & van Tiel (2021),pvt21_016,dry/arid,dry,arid,dry,arid,adj,default,"The climate was dry, but not arid.",0.137254902,True,cross-scale/human_data/pvt21.csv,"The climate was dry, but not",arid, arid,.,"The climate was dry, but not arid.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/dry_arid.json,1011,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_017__template_default__elegant_ostentatious,pvt21,Pankratz & van Tiel (2021),pvt21_017,elegant/ostentatious,elegant,ostentatious,elegant,ostentatious,adj,default,"The decor was elegant, but not ostentatious.",0.552631579,True,cross-scale/human_data/pvt21.csv,"The decor was elegant, but not",ostentatious, ostentatious,.,"The decor was elegant, but not ostentatious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/elegant_ostentatious.json,1012,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_018__template_default__emotional_sentimental,pvt21,Pankratz & van Tiel (2021),pvt21_018,emotional/sentimental,emotional,sentimental,emotional,sentimental,adj,default,"The film was emotional, but not sentimental.",0.058823529,True,cross-scale/human_data/pvt21.csv,"The film was emotional, but not",sentimental, sentimental,.,"The film was emotional, but not sentimental.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/emotional_sentimental.json,1013,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_019__template_default__enjoyable_great,pvt21,Pankratz & van Tiel (2021),pvt21_019,enjoyable/great,enjoyable,great,enjoyable,great,adj,default,"The novel was enjoyable, but not great.",0.135135135,True,cross-scale/human_data/pvt21.csv,"The novel was enjoyable, but not",great, great,.,"The novel was enjoyable, but not great.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/enjoyable_great.json,4,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_020__template_default__evil_satanic,pvt21,Pankratz & van Tiel (2021),pvt21_020,evil/satanic,evil,satanic,evil,satanic,adj,default,"The cult was evil, but not satanic.",0.25,True,cross-scale/human_data/pvt21.csv,"The cult was evil, but not",satanic, satanic,.,"The cult was evil, but not satanic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/evil_satanic.json,1014,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_021__template_default__fat_obese,pvt21,Pankratz & van Tiel (2021),pvt21_021,fat/obese,fat,obese,fat,obese,adj,default,"The man was fat, but not obese.",0.107142857,True,cross-scale/human_data/pvt21.csv,"The man was fat, but not",obese, obese,.,"The man was fat, but not obese.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/fat_obese.json,1015,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_022__template_default__funny_hilarious,pvt21,Pankratz & van Tiel (2021),pvt21_022,funny/hilarious,funny,hilarious,funny,hilarious,adj,default,"His response was funny, but not hilarious.",0.229166667,True,cross-scale/human_data/pvt21.csv,"His response was funny, but not",hilarious, hilarious,.,"His response was funny, but not hilarious.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/funny_hilarious.json,265,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_023__template_default__grey_black,pvt21,Pankratz & van Tiel (2021),pvt21_023,grey/black,grey,black,grey,black,adj,default,"The fabric was grey, but not black.",0.934782609,True,cross-scale/human_data/pvt21.csv,"The fabric was grey, but not",black, black,.,"The fabric was grey, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/grey_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_024__template_default__happy_ecstatic,pvt21,Pankratz & van Tiel (2021),pvt21_024,happy/ecstatic,happy,ecstatic,happy,ecstatic,adj,default,"The crowd was happy, but not ecstatic.",0.243243243,True,cross-scale/human_data/pvt21.csv,"The crowd was happy, but not",ecstatic, ecstatic,.,"The crowd was happy, but not ecstatic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/happy_ecstatic.json,595,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_025__template_default__honest_blunt,pvt21,Pankratz & van Tiel (2021),pvt21_025,honest/blunt,honest,blunt,honest,blunt,adj,default,"The woman was honest, but not blunt.",0.191489362,True,cross-scale/human_data/pvt21.csv,"The woman was honest, but not",blunt, blunt,.,"The woman was honest, but not blunt.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/honest_blunt.json,1016,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_026__template_default__hot_boiling,pvt21,Pankratz & van Tiel (2021),pvt21_026,hot/boiling,hot,boiling,hot,boiling,adj,default,"The water was hot, but not boiling.",0.553191489,True,cross-scale/human_data/pvt21.csv,"The water was hot, but not",boiling, boiling,.,"The water was hot, but not boiling.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/hot_boiling.json,1017,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_027__template_default__mysterious_magical,pvt21,Pankratz & van Tiel (2021),pvt21_027,mysterious/magical,mysterious,magical,mysterious,magical,adj,default,"The results were mysterious, but not magical.",0.511111111,True,cross-scale/human_data/pvt21.csv,"The results were mysterious, but not",magical, magical,.,"The results were mysterious, but not magical.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/mysterious_magical.json,1018,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_028__template_default__nice_great,pvt21,Pankratz & van Tiel (2021),pvt21_028,nice/great,nice,great,nice,great,adj,default,"The graphics were nice, but not great.",0.205128205,True,cross-scale/human_data/pvt21.csv,"The graphics were nice, but not",great, great,.,"The graphics were nice, but not great.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/nice_great.json,4,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_029__template_default__odd_bizarre,pvt21,Pankratz & van Tiel (2021),pvt21_029,odd/bizarre,odd,bizarre,odd,bizarre,adj,default,"His idea was odd, but not bizarre.",0.2,True,cross-scale/human_data/pvt21.csv,"His idea was odd, but not",bizarre, bizarre,.,"His idea was odd, but not bizarre.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/odd_bizarre.json,1019,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_030__template_default__okay_great,pvt21,Pankratz & van Tiel (2021),pvt21_030,okay/great,okay,great,okay,great,adj,default,"The melody was okay, but not great.",0.717948718,True,cross-scale/human_data/pvt21.csv,"The melody was okay, but not",great, great,.,"The melody was okay, but not great.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/okay_great.json,4,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_031__template_default__painful_deadly,pvt21,Pankratz & van Tiel (2021),pvt21_031,painful/deadly,painful,deadly,painful,deadly,adj,default,"The sting was painful, but not deadly.",0.76744186,True,cross-scale/human_data/pvt21.csv,"The sting was painful, but not",deadly, deadly,.,"The sting was painful, but not deadly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/painful_deadly.json,1020,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_032__template_default__pale_white,pvt21,Pankratz & van Tiel (2021),pvt21_032,pale/white,pale,white,pale,white,adj,default,"The paint was pale, but not white.",0.486486486,True,cross-scale/human_data/pvt21.csv,"The paint was pale, but not",white, white,.,"The paint was pale, but not white.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/pale_white.json,40,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_033__template_default__polite_friendly,pvt21,Pankratz & van Tiel (2021),pvt21_033,polite/friendly,polite,friendly,polite,friendly,adj,default,"The staff were polite, but not friendly.",0.166666667,True,cross-scale/human_data/pvt21.csv,"The staff were polite, but not",friendly, friendly,.,"The staff were polite, but not friendly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/polite_friendly.json,1021,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_034__template_default__pretty_beautiful,pvt21,Pankratz & van Tiel (2021),pvt21_034,pretty/beautiful,pretty,beautiful,pretty,beautiful,adj,default,"The village was pretty, but not beautiful.",0.097560976,True,cross-scale/human_data/pvt21.csv,"The village was pretty, but not",beautiful, beautiful,.,"The village was pretty, but not beautiful.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/pretty_beautiful.json,1009,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_035__template_default__quiet_silent,pvt21,Pankratz & van Tiel (2021),pvt21_035,quiet/silent,quiet,silent,quiet,silent,adj,default,"The boy was quiet, but not silent.",0.378378378,True,cross-scale/human_data/pvt21.csv,"The boy was quiet, but not",silent, silent,.,"The boy was quiet, but not silent.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/quiet_silent.json,1022,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_036__template_default__red_scarlet,pvt21,Pankratz & van Tiel (2021),pvt21_036,red/scarlet,red,scarlet,red,scarlet,adj,default,"His coat was red, but not scarlet.",0.23255814,True,cross-scale/human_data/pvt21.csv,"His coat was red, but not",scarlet, scarlet,.,"His coat was red, but not scarlet.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/red_scarlet.json,1023,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_037__template_default__rough_unfriendly,pvt21,Pankratz & van Tiel (2021),pvt21_037,rough/unfriendly,rough,unfriendly,rough,unfriendly,adj,default,"The service was rough, but not unfriendly.",0.5,True,cross-scale/human_data/pvt21.csv,"The service was rough, but not",unfriendly, unfriendly,.,"The service was rough, but not unfriendly.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/rough_unfriendly.json,1024,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
pvt21__pvt21_038__template_default__sad_tragic,pvt21,Pankratz & van Tiel (2021),pvt21_038,sad/tragic,sad,tragic,sad,tragic,adj,default,"His story was sad, but not tragic.",0.261904762,True,cross-scale/human_data/pvt21.csv,"His story was sad, but not",tragic, tragic,.,"His story was sad, but not tragic.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/pvt21/sad_tragic.json,1025,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True
