experiment,condition,item_id,N,response_rate,trigger_lemma,query_lemma,trigger_surface,query_surface,trigger_logprob,query_logprob,ordering_score,query_more_likely_than_trigger,score_type,model_name
experiment_2,Estrong,40,39,0.8461538462,reduce,eliminate,reduced,eliminated,-8.0905374289,-6.1685499549,1.9219874740,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,41,42,0.2619047619,scared,petrified,scared,petrified,-6.9272642136,-3.9657223055,2.9615419081,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,42,39,0.5128205128,serious,life-threatening,serious,life-threatening,-4.7796690464,-2.7497205585,2.0299484879,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,43,42,0.9047619048,similar,identical,similar,identical,-5.3667616844,-4.5186245441,0.8481371403,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,44,39,0.9230769231,slow,stop,slowed,stopped,-12.8723273277,-4.7778502703,8.0944770574,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,45,42,0.2142857143,small,tiny,small,tiny,-4.9218115807,-3.8117425442,1.1100690365,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,46,39,0.0512820513,snug,tight,snug,tight,-8.7116792202,-4.2534090281,4.4582701921,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,47,42,0.8571428571,some,all,some,all,-7.5702429414,-5.2445188910,2.3257240504,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,48,39,0.7692307692,start,finish,started,finished,-11.6477756500,-4.0489789248,7.5987967252,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,49,42,0.6904761905,survive,thrive,survived,thrived,-6.7424635887,-4.6949587166,2.0475048721,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,50,39,0.2820512821,tired,exhausted,tired,exhausted,-5.3575887680,-3.6017409563,1.7558478117,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,51,42,0.8095238095,tolerate,encourage,tolerate,encourage,-12.5237987041,-6.0096322298,6.5141664743,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,52,39,0.9230769231,try,succeed,tried,succeeded,-10.1565856934,-5.3385441303,4.8180415631,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,53,42,0.1428571429,ugly,hideous,ugly,hideous,-7.7834160328,-2.9602447888,4.8231712440,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,54,39,0.5897435897,understandable,articulate,understandable,articulate,-11.5075485706,-5.3926630020,6.1148855686,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,55,42,0.1666666667,unpleasant,disgusting,unpleasant,disgusting,-11.2060251236,-3.5997048616,7.6063202620,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,56,39,0.8461538462,usually,always,usually,always,-5.9264433384,-3.5426369905,2.3838063479,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,57,42,0.5952380952,want,need,wants,needs,-8.9122795612,-6.9980720282,1.9142075330,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,58,39,0.7179487179,warm,hot,warm,hot,-5.4607839584,-3.8996261358,1.5611578226,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,59,42,0.5476190476,well,superbly,well,superbly,-3.8429057598,-4.4600378424,-0.6171320826,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_2,Estrong,60,39,0.5641025641,willing,eager,willing,eager,-8.7298560143,-4.7716599703,3.9581960440,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,1,40,0.6250000000,allowed,obligatory,allowed,obligatory,-9.9330180883,-18.4928946495,-8.5598765612,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,2,40,0.5000000000,attractive,stunning,attractive,stunning,-16.4617743492,-16.1988267899,0.2629475593,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,3,40,0.6250000000,begin,complete,began,completed,-21.4952971935,-20.4705832005,1.0247139930,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,4,40,0.7250000000,believe,know,believes,knows,-23.6033682823,-17.1095378399,6.4938304424,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,5,40,0.5750000000,big,enormous,big,enormous,-9.6773374081,-15.4660620689,-5.7887246608,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,6,40,0.7250000000,cool,cold,cool,cold,-11.2837376595,-9.2139258385,2.0698118210,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,7,40,0.6500000000,damage,destroy,damage,destroy,-16.0564241409,-16.9385821819,-0.8821580410,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,8,40,0.5000000000,dark,black,dark,black,-9.8651037216,-8.8326678276,1.0324358940,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,9,40,0.9500000000,difficult,impossible,difficult,impossible,-8.2925124168,-12.1655349731,-3.8730225563,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,10,40,0.4250000000,dirty,filthy,dirty,filthy,-11.6469275951,-18.1357069016,-6.4887793065,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,11,40,0.5500000000,dislike,loathe,dislikes,loathes,-21.8325097561,-25.2979835952,-3.4654738391,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,12,40,0.8500000000,double,triple,double,triple,-14.2780079842,-16.3434791565,-2.0654711723,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,13,40,0.8750000000,equally,more,equally,more,-21.7502050400,-18.0687689781,3.6814360619,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,14,40,0.4750000000,funny,hilarious,funny,hilarious,-12.9197797775,-15.5144548416,-2.5946750641,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,15,40,0.8500000000,good,excellent,good,excellent,-10.0571715832,-12.0850477219,-2.0278761387,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,16,40,0.6250000000,happy,ecstatic,happy,ecstatic,-13.0329837799,-15.4434394836,-2.4104557037,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,17,40,0.8000000000,hard,unsolvable,hard,unsolvable,-13.5867209435,-15.0169818997,-1.4302609562,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,18,40,0.7500000000,harmful,deadly,harmful,deadly,-11.7161614895,-12.3538241386,-0.6376626491,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,19,40,0.8750000000,here,everywhere,here,everywhere,-5.0408500433,-6.0408385992,-0.9999885559,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,20,40,0.5000000000,hungry,starving,hungry,starving,-12.5470111370,-18.3803904057,-5.8333792687,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,21,40,0.4250000000,intelligent,brilliant,intelligent,brilliant,-15.4472701550,-17.2252986431,-1.7780284881,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,22,40,0.6000000000,intimidating,terrifying,intimidating,terrifying,-16.0578989983,-17.5161352158,-1.4582362175,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,23,40,0.8000000000,largely,totally,largely,totally,-24.8819670677,-24.1200590134,0.7619080543,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,24,40,0.3250000000,like,love,likes,loves,-19.6222853661,-12.4986453056,7.1236400605,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,25,40,0.8500000000,match,exceed,matches,exceeds,-33.6006007418,-28.4484590329,5.1521417089,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,26,40,0.9500000000,mostly,entirely,mostly,entirely,-11.2966457605,-17.1461129189,-5.8494671584,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,27,40,0.4750000000,old,ancient,old,ancient,-11.6968274117,-16.6422917843,-4.9454643726,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,28,40,0.8750000000,once,twice,once,twice,-4.3052780628,-7.4977324009,-3.1924543381,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,29,40,0.4750000000,or,and,or,and,-11.0955822617,-7.8240290284,3.2715532333,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,30,40,0.6000000000,overweight,obese,overweight,obese,-13.1161744595,-16.6873614788,-3.5711870193,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,31,40,0.7250000000,overwhelmingly,unanimously,overwhelmingly,unanimously,-14.8648233414,-12.9532446861,1.9115786553,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,32,40,0.9250000000,palatable,delicious,palatable,delicious,-15.0576154143,-13.0686287880,1.9889866263,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,33,40,1.0000000000,partially,completely,partially,completely,-6.6115049720,-12.2467896938,-5.6352847218,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,34,40,0.5750000000,permit,require,permits,requires,-18.6512196064,-21.8630661964,-3.2118465900,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,35,40,0.6000000000,polished,impeccable,polished,impeccable,-16.6748189926,-16.9719486237,-0.2971296311,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,36,40,0.7250000000,possible,certain,possible,certain,-10.1021000147,-13.8034291267,-3.7013291120,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,37,40,0.6250000000,pretty,beautiful,pretty,beautiful,-13.7236685753,-14.3164517879,-0.5927832126,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,38,40,0.8250000000,primarily,exclusively,primarily,exclusively,-22.1675884724,-22.8757979870,-0.7082095146,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,39,40,0.7750000000,probably,necessarily,probably,necessarily,-17.7936785221,-19.5352566242,-1.7415781021,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,40,40,0.9000000000,reduce,eliminate,reduced,eliminated,-19.4485750198,-22.5337042809,-3.0851292611,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,41,40,0.6750000000,scared,petrified,scared,petrified,-16.1021642685,-15.7336491775,0.3685150910,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,42,40,0.3750000000,serious,life-threatening,serious,life-threatening,-8.9433846474,-11.7904035747,-2.8470189273,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,43,40,0.9250000000,similar,identical,similar,identical,-4.7873253822,-9.7199316025,-4.9326062203,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,44,40,0.8750000000,slow,stop,slowed,stopped,-11.6658592224,-10.0559799671,1.6098792553,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,45,40,0.4750000000,small,tiny,small,tiny,-7.4990130663,-10.0999947786,-2.6009817123,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,46,40,0.4750000000,snug,tight,snug,tight,-16.1893982887,-16.2333869934,-0.0439887047,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,47,40,0.9000000000,some,all,some,all,-12.5365015268,-20.7479593754,-8.2114578486,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,48,40,0.7250000000,start,finish,started,finished,-13.4105405807,-12.1877794266,1.2227611541,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,49,40,0.7500000000,survive,thrive,survived,thrived,-13.2085399628,-15.7279362679,-2.5193963051,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,50,40,0.5500000000,tired,exhausted,tired,exhausted,-12.5043716431,-15.6354591846,-3.1310875415,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,51,40,0.8000000000,tolerate,encourage,tolerate,encourage,-22.1171545982,-24.9387392998,-2.8215847016,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,52,40,0.8250000000,try,succeed,tried,succeeded,-14.7477540970,-14.4204959869,0.3272581101,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,53,40,0.4000000000,ugly,hideous,ugly,hideous,-14.7744417191,-16.4183248281,-1.6438831090,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,54,40,0.6750000000,understandable,articulate,understandable,articulate,-17.7820434570,-21.9591121674,-4.1770687104,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,55,40,0.6000000000,unpleasant,disgusting,unpleasant,disgusting,-22.5768399239,-18.2245001793,4.3523397446,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,56,40,0.7250000000,usually,always,usually,always,-23.3263056278,-24.1177668571,-0.7914612293,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,57,40,0.4750000000,want,need,wants,needs,-15.8679213524,-16.2256296873,-0.3577083349,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,58,40,0.8250000000,warm,hot,warm,hot,-6.6651906967,-9.6058564186,-2.9406657219,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,59,40,0.8250000000,well,superbly,well,superbly,-7.0009315014,-14.3602470607,-7.3593155593,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_3,Eonly,60,40,0.6750000000,willing,eager,willing,eager,-15.7770128250,-17.6149883270,-1.8379755020,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,1,40,0.8250000000,allowed,obligatory,allowed,obligatory,-9.8890275955,-8.4221284389,1.4668991566,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,2,40,0.8500000000,attractive,stunning,attractive,stunning,-7.4679789543,-6.0377368927,1.4302420616,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,3,40,0.9750000000,begin,complete,began,completed,-11.6438862681,-9.1195342541,2.5243520140,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,4,40,0.7000000000,believe,know,believes,knows,-10.0945332646,-7.8073145747,2.2872186899,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,5,40,0.9250000000,big,enormous,big,enormous,-6.4439039230,-6.5940408707,-0.1501369477,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,6,40,0.9250000000,cool,cold,cool,cold,-5.2440619469,-6.4759750366,-1.2319130897,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,7,40,0.9250000000,damage,destroy,damage,destroy,-7.5557022095,-5.1787208021,2.3769814074,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,8,40,0.8250000000,dark,black,dark,black,-5.2906463146,-6.9535129666,-1.6628666520,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,9,40,0.9500000000,difficult,impossible,difficult,impossible,-4.1605534554,-7.2230181694,-3.0624647140,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,10,40,0.8500000000,dirty,filthy,dirty,filthy,-5.0029671192,-6.3949735165,-1.3920063973,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,11,40,0.8500000000,dislike,loathe,dislikes,loathes,-9.4340147972,-8.4008349804,1.0331798168,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,12,40,0.9750000000,double,triple,double,triple,-3.8867312074,-9.5142347813,-5.6275035739,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,13,40,1.0000000000,equally,more,equally,more,-11.2180328965,-6.8935980797,4.3244348168,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,14,40,0.8750000000,funny,hilarious,funny,hilarious,-4.7085500956,-7.4575567245,-2.7490066289,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,15,40,1.0000000000,good,excellent,good,excellent,-4.8181312084,-6.9872322083,-2.1691009999,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,16,40,0.8750000000,happy,ecstatic,happy,ecstatic,-5.9326548576,-7.4842822552,-1.5516273976,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,17,40,0.8250000000,hard,unsolvable,hard,unsolvable,-7.9256091118,-7.4791339636,0.4464751482,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,18,40,0.8750000000,harmful,deadly,harmful,deadly,-8.9821412563,-7.7417094111,1.2404318452,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,19,40,0.9000000000,here,everywhere,here,everywhere,-5.9611971378,-5.5717570782,0.3894400596,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,20,40,0.8750000000,hungry,starving,hungry,starving,-5.2463736534,-8.7439374924,-3.4975638390,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,21,40,0.8000000000,intelligent,brilliant,intelligent,brilliant,-7.7947216034,-7.3058643341,0.4888572693,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,22,40,0.9250000000,intimidating,terrifying,intimidating,terrifying,-8.6267271042,-8.3131556511,0.3135714531,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,23,40,0.8750000000,largely,totally,largely,totally,-11.9862656444,-11.9076512232,0.0786144212,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,24,40,0.9250000000,like,love,likes,loves,-7.9419445992,-5.7691168785,2.1728277207,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,25,40,0.9500000000,match,exceed,matches,exceeds,-7.6152559910,-8.3740401454,-0.7587841544,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,26,40,0.9250000000,mostly,entirely,mostly,entirely,-6.6017353535,-9.3679636419,-2.7662282884,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,27,40,0.8750000000,old,ancient,old,ancient,-6.8818464279,-8.2274036407,-1.3455572128,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,28,40,0.9750000000,once,twice,once,twice,-2.2925393134,-5.2745461464,-2.9820068330,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,29,40,0.6750000000,or,and,or,and,-10.7233734727,-7.2514255047,3.4719479680,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,30,40,0.9250000000,overweight,obese,overweight,obese,-4.7942798138,-7.2113363743,-2.4170565605,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,31,40,0.8000000000,overwhelmingly,unanimously,overwhelmingly,unanimously,-11.3079566956,-8.9491982460,2.3587584496,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,32,40,0.9000000000,palatable,delicious,palatable,delicious,-9.4465541826,-6.5469279289,2.8996262537,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,33,40,1.0000000000,partially,completely,partially,completely,-6.4550182819,-13.6226252280,-7.1676069461,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,34,40,0.8750000000,permit,require,permits,requires,-10.9407215118,-6.2866117954,4.6541097164,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,35,40,0.8250000000,polished,impeccable,polished,impeccable,-10.7919652462,-6.7921361923,3.9998290539,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,36,40,0.8750000000,possible,certain,possible,certain,-7.0967140198,-8.9339312911,-1.8372172713,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,37,40,0.8750000000,pretty,beautiful,pretty,beautiful,-5.6153430939,-4.6768012047,0.9385418892,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,38,40,0.9750000000,primarily,exclusively,primarily,exclusively,-9.5500723124,-9.7936227322,-0.2435504198,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,39,40,0.8000000000,probably,necessarily,probably,necessarily,-11.5533984452,-14.1038580984,-2.5504596532,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,40,40,0.9750000000,reduce,eliminate,reduced,eliminated,-5.4140653014,-7.1295772791,-1.7155119777,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,41,40,0.8250000000,scared,petrified,scared,petrified,-5.6912150383,-6.5856769010,-0.8944618627,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,42,40,0.8000000000,serious,life-threatening,serious,life-threatening,-4.0028948784,-5.1126113683,-1.1097164899,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,43,40,1.0000000000,similar,identical,similar,identical,-3.0830792189,-7.8036432266,-4.7205640077,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,44,40,1.0000000000,slow,stop,slowed,stopped,-9.8002786636,-6.2954723835,3.5048062801,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,45,40,0.7250000000,small,tiny,small,tiny,-5.7036666870,-5.8019983768,-0.0983316898,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,46,40,0.7250000000,snug,tight,snug,tight,-8.0165853500,-7.2214692831,0.7951160669,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,47,40,0.9750000000,some,all,some,all,-7.9424146414,-12.1062281132,-4.1638134718,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,48,40,0.9500000000,start,finish,started,finished,-8.5638194084,-6.6625499725,1.9012694359,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,49,40,0.9750000000,survive,thrive,survived,thrived,-5.6665711403,-7.1348080933,-1.4682369530,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,50,40,0.7750000000,tired,exhausted,tired,exhausted,-3.8901528120,-5.8033430576,-1.9131902456,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,51,40,1.0000000000,tolerate,encourage,tolerate,encourage,-8.7850390673,-7.3906241655,1.3944149018,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,52,40,0.9250000000,try,succeed,tried,succeeded,-8.7572312355,-7.9379208088,0.8193104267,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,53,40,0.7750000000,ugly,hideous,ugly,hideous,-7.9191312790,-5.8109118075,2.1082194715,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,54,40,0.8750000000,understandable,articulate,understandable,articulate,-11.8230147362,-8.7243061066,3.0987086296,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,55,40,0.8250000000,unpleasant,disgusting,unpleasant,disgusting,-9.5213155746,-5.6126270294,3.9086885452,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,56,40,0.8500000000,usually,always,usually,always,-8.5193697214,-9.3881718516,-0.8688021302,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,57,40,0.8500000000,want,need,wants,needs,-10.5335917473,-9.2414967120,1.2920950353,true,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,58,40,1.0000000000,warm,hot,warm,hot,-3.8339766264,-8.0601949692,-4.2262183428,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,59,40,0.9000000000,well,superbly,well,superbly,-4.3844764233,-6.1573208161,-1.7728443928,false,candidate_plus_suffix,Qwen/Qwen2-7B
experiment_4,Eonlystrong,60,40,0.8750000000,willing,eager,willing,eager,-7.7064681053,-7.5111870766,0.1952810287,true,candidate_plus_suffix,Qwen/Qwen2-7B
