experiment,source_file,source_row_index,item_id,condition,sub_experiment,weaker_lemma,weaker_surface,stronger_lemma,stronger_surface_guess,target_type,target_surface,prompt_text,context_text,moved_prompt_boundary_text,suffix_text,word_continuation_text,word_token_ids,word_tokens,word_token_logprobs,word_n_tokens,word_logprob,candidate_plus_suffix_text,candidate_plus_suffix_token_ids,candidate_plus_suffix_tokens,candidate_plus_suffix_token_logprobs,candidate_plus_suffix_n_tokens,candidate_plus_suffix_logprob,model_name,model_path,torch_dtype,device_map
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,6,3,Estrong,Strong QUD,begin,began,complete,completed,weaker,began,"Sue: Did John complete the race?
Mary: John ","Sue: Did John complete the race?
Mary: John", , the race., began,[6009],"[""Ġbegan""]",[-9.252431869506836],1,-9.2524318695, began the race.,"[6009,279,6957,13]","[""Ġbegan"",""Ġthe"",""Ġrace"","".""]","[-9.252431869506836,-1.3247002363204956,-0.11469270288944244,-4.103629112243652]",4,-14.7954539210,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,6,3,Estrong,Strong QUD,begin,began,complete,completed,stronger,completed,"Sue: Did John complete the race?
Mary: John ","Sue: Did John complete the race?
Mary: John", , the race., completed,[8145],"[""Ġcompleted""]",[-3.299306869506836],1,-3.2993068695, completed the race.,"[8145,279,6957,13]","[""Ġcompleted"",""Ġthe"",""Ġrace"","".""]","[-3.299306869506836,-0.29906049370765686,-0.13078813254833221,-2.7245607376098633]",4,-6.4537162334,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,7,4,Eweak,Weak QUD,believe,believes,know,knows,weaker,believes,"Sue: Does the teacher believe it is true?
Mary: The teacher ","Sue: Does the teacher believe it is true?
Mary: The teacher", , it is true., believes,[13605],"[""Ġbelieves""]",[-1.7513043880462646],1,-1.7513043880, believes it is true.,"[13605,432,374,830,13]","[""Ġbelieves"",""Ġit"",""Ġis"",""Ġtrue"","".""]","[-1.7092127799987793,-0.9595069885253906,-0.40223559737205505,-0.3030843734741211,-2.19828462600708]",5,-5.5723243654,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,7,4,Eweak,Weak QUD,believe,believes,know,knows,stronger,knows,"Sue: Does the teacher believe it is true?
Mary: The teacher ","Sue: Does the teacher believe it is true?
Mary: The teacher", , it is true., knows,[8788],"[""Ġknows""]",[-5.188804626464844],1,-5.1888046265, knows it is true.,"[8788,432,374,830,13]","[""Ġknows"",""Ġit"",""Ġis"",""Ġtrue"","".""]","[-5.146712779998779,-0.6346210837364197,-0.3503638207912445,-0.3338266909122467,-2.373159408569336]",5,-8.8386837840,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,8,4,Estrong,Strong QUD,believe,believes,know,knows,weaker,believes,"Sue: Does the teacher know it is true?
Mary: The teacher ","Sue: Does the teacher know it is true?
Mary: The teacher", , it is true., believes,[13605],"[""Ġbelieves""]",[-5.061117172241211],1,-5.0611171722, believes it is true.,"[13605,432,374,830,13]","[""Ġbelieves"",""Ġit"",""Ġis"",""Ġtrue"","".""]","[-5.022643089294434,-0.39860987663269043,-0.48614269495010376,-0.11032415181398392,-2.1224653720855713]",5,-8.1401851848,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,8,4,Estrong,Strong QUD,believe,believes,know,knows,stronger,knows,"Sue: Does the teacher know it is true?
Mary: The teacher ","Sue: Does the teacher know it is true?
Mary: The teacher", , it is true., knows,[8788],"[""Ġknows""]",[-1.873617172241211],1,-1.8736171722, knows it is true.,"[8788,432,374,830,13]","[""Ġknows"",""Ġit"",""Ġis"",""Ġtrue"","".""]","[-1.8351428508758545,-1.0419156551361084,-0.45893412828445435,-0.3008232116699219,-1.9995357990264893]",5,-5.6363516450,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,9,5,Eweak,Weak QUD,big,big,enormous,enormous,weaker,big,"Sue: Is the elephant big?
Mary: The elephant is ","Sue: Is the elephant big?
Mary: The elephant is", ,., big,[2409],"[""Ġbig""]",[-1.1321278810501099],1,-1.1321278811, big.,"[2409,13]","[""Ġbig"","".""]","[-1.1321278810501099,-2.3456811904907227]",2,-3.4778090715,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,9,5,Eweak,Weak QUD,big,big,enormous,enormous,stronger,enormous,"Sue: Is the elephant big?
Mary: The elephant is ","Sue: Is the elephant big?
Mary: The elephant is", ,., enormous,[22399],"[""Ġenormous""]",[-5.81962776184082],1,-5.8196277618, enormous.,"[22399,13]","[""Ġenormous"","".""]","[-5.81962776184082,-2.2517945766448975]",2,-8.0714223385,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,10,5,Estrong,Strong QUD,big,big,enormous,enormous,weaker,big,"Sue: Is the elephant enormous?
Mary: The elephant is ","Sue: Is the elephant enormous?
Mary: The elephant is", ,., big,[2409],"[""Ġbig""]",[-2.4713125228881836],1,-2.4713125229, big.,"[2409,13]","[""Ġbig"","".""]","[-2.4713125228881836,-2.6769981384277344]",2,-5.1483106613,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,10,5,Estrong,Strong QUD,big,big,enormous,enormous,stronger,enormous,"Sue: Is the elephant enormous?
Mary: The elephant is ","Sue: Is the elephant enormous?
Mary: The elephant is", ,., enormous,[22399],"[""Ġenormous""]",[-1.596312403678894],1,-1.5963124037, enormous.,"[22399,13]","[""Ġenormous"","".""]","[-1.596312403678894,-2.280966281890869]",2,-3.8772786856,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,11,6,Eweak,Weak QUD,cool,cool,cold,cold,weaker,cool,"Sue: Is the weather cool?
Mary: The weather is ","Sue: Is the weather cool?
Mary: The weather is", ,., cool,[7010],"[""Ġcool""]",[-1.5063167810440063],1,-1.5063167810, cool.,"[7010,13]","[""Ġcool"","".""]","[-1.5063167810440063,-2.327207565307617]",2,-3.8335243464,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,11,6,Eweak,Weak QUD,cool,cool,cold,cold,stronger,cold,"Sue: Is the weather cool?
Mary: The weather is ","Sue: Is the weather cool?
Mary: The weather is", ,., cold,[9255],"[""Ġcold""]",[-3.506316661834717],1,-3.5063166618, cold.,"[9255,13]","[""Ġcold"","".""]","[-3.506316661834717,-2.2532899379730225]",2,-5.7596065998,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,12,6,Estrong,Strong QUD,cool,cool,cold,cold,weaker,cool,"Sue: Is the weather cold?
Mary: The weather is ","Sue: Is the weather cold?
Mary: The weather is", ,., cool,[7010],"[""Ġcool""]",[-3.5504775047302246],1,-3.5504775047, cool.,"[7010,13]","[""Ġcool"","".""]","[-3.5504775047302246,-2.393612861633301]",2,-5.9440903664,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,12,6,Estrong,Strong QUD,cool,cool,cold,cold,stronger,cold,"Sue: Is the weather cold?
Mary: The weather is ","Sue: Is the weather cold?
Mary: The weather is", ,., cold,[9255],"[""Ġcold""]",[-1.6129775047302246],1,-1.6129775047, cold.,"[9255,13]","[""Ġcold"","".""]","[-1.6129775047302246,-2.34291934967041]",2,-3.9558968544,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,13,7,Eweak,Weak QUD,damage,damage,destroy,destroy,weaker,damage,"Sue: Might the machine damage itself?
Mary: The machine might ","Sue: Might the machine damage itself?
Mary: The machine might", , itself., damage,[5557],"[""Ġdamage""]",[-0.788413941860199],1,-0.7884139419, damage itself.,"[5557,5086,13]","[""Ġdamage"",""Ġitself"","".""]","[-0.7816528081893921,-0.13205543160438538,-2.733933210372925]",3,-3.6476414502,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,13,7,Eweak,Weak QUD,damage,damage,destroy,destroy,stronger,destroy,"Sue: Might the machine damage itself?
Mary: The machine might ","Sue: Might the machine damage itself?
Mary: The machine might", , itself., destroy,[6921],"[""Ġdestroy""]",[-5.225914001464844],1,-5.2259140015, destroy itself.,"[6921,5086,13]","[""Ġdestroy"",""Ġitself"","".""]","[-5.219152927398682,-0.23822829127311707,-2.809691905975342]",3,-8.2670731246,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,14,7,Estrong,Strong QUD,damage,damage,destroy,destroy,weaker,damage,"Sue: Might the machine destroy itself?
Mary: The machine might ","Sue: Might the machine destroy itself?
Mary: The machine might", , itself., damage,[5557],"[""Ġdamage""]",[-6.179274082183838],1,-6.1792740822, damage itself.,"[5557,5086,13]","[""Ġdamage"",""Ġitself"","".""]","[-6.178155422210693,-0.2746472656726837,-2.763728141784668]",3,-9.2165308297,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,14,7,Estrong,Strong QUD,damage,damage,destroy,destroy,stronger,destroy,"Sue: Might the machine destroy itself?
Mary: The machine might ","Sue: Might the machine destroy itself?
Mary: The machine might", , itself., destroy,[6921],"[""Ġdestroy""]",[-0.6792742013931274],1,-0.6792742014, destroy itself.,"[6921,5086,13]","[""Ġdestroy"",""Ġitself"","".""]","[-0.6781553030014038,-0.13975372910499573,-2.6888515949249268]",3,-3.5067606270,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,15,8,Eweak,Weak QUD,dark,dark,black,black,weaker,dark,"Sue: Is the sky dark?
Mary: The sky is ","Sue: Is the sky dark?
Mary: The sky is", ,., dark,[6319],"[""Ġdark""]",[-0.9506633281707764],1,-0.9506633282, dark.,"[6319,13]","[""Ġdark"","".""]","[-0.9506633281707764,-2.2836837768554688]",2,-3.2343471050,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,15,8,Eweak,Weak QUD,dark,dark,black,black,stronger,black,"Sue: Is the sky dark?
Mary: The sky is ","Sue: Is the sky dark?
Mary: The sky is", ,., black,[3691],"[""Ġblack""]",[-3.5131633281707764],1,-3.5131633282, black.,"[3691,13]","[""Ġblack"","".""]","[-3.5131633281707764,-2.7119922637939453]",2,-6.2251555920,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,16,8,Estrong,Strong QUD,dark,dark,black,black,weaker,dark,"Sue: Is the sky black?
Mary: The sky is ","Sue: Is the sky black?
Mary: The sky is", ,., dark,[6319],"[""Ġdark""]",[-2.813424587249756],1,-2.8134245872, dark.,"[6319,13]","[""Ġdark"","".""]","[-2.813424587249756,-2.461796760559082]",2,-5.2752213478,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,16,8,Estrong,Strong QUD,dark,dark,black,black,stronger,black,"Sue: Is the sky black?
Mary: The sky is ","Sue: Is the sky black?
Mary: The sky is", ,., black,[3691],"[""Ġblack""]",[-1.1884245872497559],1,-1.1884245872, black.,"[3691,13]","[""Ġblack"","".""]","[-1.1884245872497559,-2.530198335647583]",2,-3.7186229229,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,17,9,Eweak,Weak QUD,difficult,difficult,impossible,impossible,weaker,difficult,"Sue: Is the task difficult?
Mary: The task is ","Sue: Is the task difficult?
Mary: The task is", ,., difficult,[5000],"[""Ġdifficult""]",[-2.3117032051086426],1,-2.3117032051, difficult.,"[5000,13]","[""Ġdifficult"","".""]","[-2.3117032051086426,-2.315153121948242]",2,-4.6268563271,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,17,9,Eweak,Weak QUD,difficult,difficult,impossible,impossible,stronger,impossible,"Sue: Is the task difficult?
Mary: The task is ","Sue: Is the task difficult?
Mary: The task is", ,., impossible,[11997],"[""Ġimpossible""]",[-4.624203205108643],1,-4.6242032051, impossible.,"[11997,13]","[""Ġimpossible"","".""]","[-4.624203205108643,-2.517460346221924]",2,-7.1416635513,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,18,9,Estrong,Strong QUD,difficult,difficult,impossible,impossible,weaker,difficult,"Sue: Is the task impossible?
Mary: The task is ","Sue: Is the task impossible?
Mary: The task is", ,., difficult,[5000],"[""Ġdifficult""]",[-4.231903076171875],1,-4.2319030762, difficult.,"[5000,13]","[""Ġdifficult"","".""]","[-4.231903076171875,-2.8248109817504883]",2,-7.0567140579,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,18,9,Estrong,Strong QUD,difficult,difficult,impossible,impossible,stronger,impossible,"Sue: Is the task impossible?
Mary: The task is ","Sue: Is the task impossible?
Mary: The task is", ,., impossible,[11997],"[""Ġimpossible""]",[-1.669402837753296],1,-1.6694028378, impossible.,"[11997,13]","[""Ġimpossible"","".""]","[-1.669402837753296,-2.549781322479248]",2,-4.2191841602,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,19,10,Eweak,Weak QUD,dirty,dirty,filthy,filthy,weaker,dirty,"Sue: Was Zack's carpet dirty?
Mary: Zack's carpet was ","Sue: Was Zack's carpet dirty?
Mary: Zack's carpet was", ,., dirty,[18595],"[""Ġdirty""]",[-1.4794590473175049],1,-1.4794590473, dirty.,"[18595,13]","[""Ġdirty"","".""]","[-1.5126903057098389,-2.5147557258605957]",2,-4.0274460316,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,19,10,Eweak,Weak QUD,dirty,dirty,filthy,filthy,stronger,filthy,"Sue: Was Zack's carpet dirty?
Mary: Zack's carpet was ","Sue: Was Zack's carpet dirty?
Mary: Zack's carpet was", ,., filthy,[77342],"[""Ġfilthy""]",[-3.354459047317505],1,-3.3544590473, filthy.,"[77342,13]","[""Ġfilthy"","".""]","[-3.262690305709839,-2.500459671020508]",2,-5.7631499767,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,20,10,Estrong,Strong QUD,dirty,dirty,filthy,filthy,weaker,dirty,"Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was ","Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was", ,., dirty,[18595],"[""Ġdirty""]",[-2.9531755447387695],1,-2.9531755447, dirty.,"[18595,13]","[""Ġdirty"","".""]","[-2.9139881134033203,-2.718918800354004]",2,-5.6329069138,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,20,10,Estrong,Strong QUD,dirty,dirty,filthy,filthy,stronger,filthy,"Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was ","Sue: Was Zack's carpet filthy?
Mary: Zack's carpet was", ,., filthy,[77342],"[""Ġfilthy""]",[-1.01567542552948],1,-1.0156754255, filthy.,"[77342,13]","[""Ġfilthy"","".""]","[-0.9764881134033203,-2.4656765460968018]",2,-3.4421646595,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,21,11,Eweak,Weak QUD,dislike,dislikes,loathe,loathes,weaker,dislikes,"Sue: Does the doctor dislike coffee?
Mary: The doctor ","Sue: Does the doctor dislike coffee?
Mary: The doctor", , coffee., dislikes,[98885],"[""Ġdislikes""]",[-5.193307876586914],1,-5.1933078766, dislikes coffee.,"[98885,10799,13]","[""Ġdislikes"",""Ġcoffee"","".""]","[-5.193307876586914,-0.6410098671913147,-2.637190103530884]",3,-8.4715078473,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,21,11,Eweak,Weak QUD,dislike,dislikes,loathe,loathes,stronger,loathes,"Sue: Does the doctor dislike coffee?
Mary: The doctor ","Sue: Does the doctor dislike coffee?
Mary: The doctor", , coffee., loathes,"[775,587,288]","[""Ġlo"",""ath"",""es""]","[-8.662057876586914,-0.08843009918928146,-0.016736220568418503]",3,-8.7672241963, loathes coffee.,"[775,587,288,10799,13]","[""Ġlo"",""ath"",""es"",""Ġcoffee"","".""]","[-8.589705467224121,-0.08034222573041916,-0.016711952164769173,-0.13135895133018494,-2.0526013374328613]",5,-10.8707199339,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,22,11,Estrong,Strong QUD,dislike,dislikes,loathe,loathes,weaker,dislikes,"Sue: Does the doctor loathe coffee?
Mary: The doctor ","Sue: Does the doctor loathe coffee?
Mary: The doctor", , coffee., dislikes,[98885],"[""Ġdislikes""]",[-6.558448314666748],1,-6.5584483147, dislikes coffee.,"[98885,10799,13]","[""Ġdislikes"",""Ġcoffee"","".""]","[-6.532345771789551,-0.1981821060180664,-2.6425771713256836]",3,-9.3731050491,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,22,11,Estrong,Strong QUD,dislike,dislikes,loathe,loathes,stronger,loathes,"Sue: Does the doctor loathe coffee?
Mary: The doctor ","Sue: Does the doctor loathe coffee?
Mary: The doctor", , coffee., loathes,"[775,587,288]","[""Ġlo"",""ath"",""es""]","[-3.657345771789551,-0.12434225529432297,-0.027264663949608803]",3,-3.8089526910, loathes coffee.,"[775,587,288,10799,13]","[""Ġlo"",""ath"",""es"",""Ġcoffee"","".""]","[-3.6620659828186035,-0.11887598782777786,-0.028210105374455452,-0.7328759431838989,-2.883058786392212]",5,-7.4250868056,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,23,12,Eweak,Weak QUD,double,double,triple,triple,weaker,double,"Sue: Will the sales double?
Mary: The sales will ","Sue: Will the sales double?
Mary: The sales will", ,., double,[1990],"[""Ġdouble""]",[-1.4435017108917236],1,-1.4435017109, double.,"[1990,13]","[""Ġdouble"","".""]","[-1.4435017108917236,-3.7898483276367188]",2,-5.2333500385,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,23,12,Eweak,Weak QUD,double,double,triple,triple,stronger,triple,"Sue: Will the sales double?
Mary: The sales will ","Sue: Will the sales double?
Mary: The sales will", ,., triple,[23725],"[""Ġtriple""]",[-2.5060017108917236],1,-2.5060017109, triple.,"[23725,13]","[""Ġtriple"","".""]","[-2.5060017108917236,-3.463608741760254]",2,-5.9696104527,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,24,12,Estrong,Strong QUD,double,double,triple,triple,weaker,double,"Sue: Will the sales triple?
Mary: The sales will ","Sue: Will the sales triple?
Mary: The sales will", ,., double,[1990],"[""Ġdouble""]",[-1.5517245531082153],1,-1.5517245531, double.,"[1990,13]","[""Ġdouble"","".""]","[-1.5517245531082153,-3.3947038650512695]",2,-4.9464284182,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,24,12,Estrong,Strong QUD,double,double,triple,triple,stronger,triple,"Sue: Will the sales triple?
Mary: The sales will ","Sue: Will the sales triple?
Mary: The sales will", ,., triple,[23725],"[""Ġtriple""]",[-1.8642245531082153],1,-1.8642245531, triple.,"[23725,13]","[""Ġtriple"","".""]","[-1.8642245531082153,-3.541368007659912]",2,-5.4055925608,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,25,13,Eweak,Weak QUD,equally,equally,more,more,weaker,equally,"Sue: Is that candidate equally skilled?
Mary: That candidate is ","Sue: Is that candidate equally skilled?
Mary: That candidate is", , skilled., equally,[18308],"[""Ġequally""]",[-3.7467167377471924],1,-3.7467167377, equally skilled.,"[18308,25530,13]","[""Ġequally"",""Ġskilled"","".""]","[-3.7535102367401123,-0.3217761814594269,-2.276160478591919]",3,-6.3514468968,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,25,13,Eweak,Weak QUD,equally,equally,more,more,stronger,more,"Sue: Is that candidate equally skilled?
Mary: That candidate is ","Sue: Is that candidate equally skilled?
Mary: That candidate is", , skilled., more,[803],"[""Ġmore""]",[-2.5592167377471924],1,-2.5592167377, more skilled.,"[803,25530,13]","[""Ġmore"",""Ġskilled"","".""]","[-2.5660102367401123,-1.047844648361206,-2.8586857318878174]",3,-6.4725406170,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
experiment_2,stimuli_prompts/experiment_2_scoring_stimuli.csv,26,13,Estrong,Strong QUD,equally,equally,more,more,weaker,equally,"Sue: Is that candidate more skilled?
Mary: That candidate is ","Sue: Is that candidate more skilled?
Mary: That candidate is", , skilled., equally,[18308],"[""Ġequally""]",[-7.21672248840332],1,-7.2167224884, equally skilled.,"[18308,25530,13]","[""Ġequally"",""Ġskilled"","".""]","[-7.198680877685547,-0.32926255464553833,-2.428382396697998]",3,-9.9563258290,Qwen/Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
