prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
g18__g18_042__template_default__tipsy_drunk__no_frame,g18,Gotzner et al. (2018),g18_042,tipsy/drunk,tipsy,drunk,tipsy,drunk,adj,default,"She is tipsy, but not drunk.",0.38,True,cross-scale/human_data/g18.csv,She is tipsy.,tipsy,drunk,She is, drunk, ,.,She is ___.,She is drunk.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[28750],"[""Ġdrunk""]",[-10.473115921020508],1,-10.4731159210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_030__template_default__tired_exhausted__no_frame,g18,Gotzner et al. (2018),g18_030,tired/exhausted,tired,exhausted,tired,exhausted,adj,default,"He is tired, but not exhausted.",0.3,True,cross-scale/human_data/g18.csv,He is tired.,tired,exhausted,He is, exhausted, ,.,He is ___.,He is exhausted.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[37919],"[""Ġexhausted""]",[-9.562297821044922],1,-9.5622978210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_004__template_default__transparent_crystal clear__no_frame,g18,Gotzner et al. (2018),g18_004,transparent/crystal clear,transparent,crystal clear,transparent,crystal clear,adj,default,"It is transparent, but not crystal clear.",0.11,True,cross-scale/human_data/g18.csv,It is transparent.,transparent,crystal clear,It is, crystal clear, ,.,It is ___.,It is crystal clear.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[25055,2797]","[""Ġcrystal"",""Ġclear""]","[-12.053825378417969,-0.0675598680973053]",2,-12.1213852465,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_016__template_default__ugly_hideous__no_frame,g18,Gotzner et al. (2018),g18_016,ugly/hideous,ugly,hideous,ugly,hideous,adj,default,"He is ugly, but not hideous.",0.21,True,cross-scale/human_data/g18.csv,He is ugly.,ugly,hideous,He is, hideous, ,.,He is ___.,He is hideous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[10265,782]","[""Ġhide"",""ous""]","[-13.015422821044922,-0.3031423091888428]",2,-13.3185651302,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_029__template_default__unhappy_miserable__no_frame,g18,Gotzner et al. (2018),g18_029,unhappy/miserable,unhappy,miserable,unhappy,miserable,adj,default,"She is unhappy, but not miserable.",0.29,True,cross-scale/human_data/g18.csv,She is unhappy.,unhappy,miserable,She is, miserable, ,.,She is ___.,She is miserable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[49639],"[""Ġmiserable""]",[-12.102022171020508],1,-12.1020221710,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_017__template_default__unkind_nasty__no_frame,g18,Gotzner et al. (2018),g18_017,unkind/nasty,unkind,nasty,unkind,nasty,adj,default,"He is unkind, but not nasty.",0.21,True,cross-scale/human_data/g18.csv,He is unkind.,unkind,nasty,He is, nasty, ,.,He is ___.,He is nasty.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[34407],"[""Ġnasty""]",[-12.531047821044922],1,-12.5310478210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_057__template_default__unsettling_horrific__no_frame,g18,Gotzner et al. (2018),g18_057,unsettling/horrific,unsettling,horrific,unsettling,horrific,adj,default,"It is unsettling, but not horrific.",0.62,True,cross-scale/human_data/g18.csv,It is unsettling.,unsettling,horrific,It is, horrific, ,.,It is ___.,It is horrific.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[46222],"[""Ġhorrific""]",[-14.120231628417969],1,-14.1202316284,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_061__template_default__warm_hot__no_frame,g18,Gotzner et al. (2018),g18_061,warm/hot,warm,hot,warm,hot,adj,default,"It is warm, but not hot.",0.7,True,cross-scale/human_data/g18.csv,It is warm.,warm,hot,It is, hot, ,.,It is ___.,It is hot.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[4017],"[""Ġhot""]",[-8.546012878417969],1,-8.5460128784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_048__template_default__wary_scared__no_frame,g18,Gotzner et al. (2018),g18_048,wary/scared,wary,scared,wary,scared,adj,default,"He is wary, but not scared.",0.45,True,cross-scale/human_data/g18.csv,He is wary.,wary,scared,He is, scared, ,.,He is ___.,He is scared.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[26115],"[""Ġscared""]",[-8.609172821044922],1,-8.6091728210,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
g18__g18_022__template_default__wet_soaked__no_frame,g18,Gotzner et al. (2018),g18_022,wet/soaked,wet,soaked,wet,soaked,adj,default,"It is wet, but not soaked.",0.24,True,cross-scale/human_data/g18.csv,It is wet.,wet,soaked,It is, soaked, ,.,It is ___.,It is soaked.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[68875],"[""Ġsoaked""]",[-16.38976287841797],1,-16.3897628784,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_001__template_default__amazing_miraculous__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_001,amazing/miraculous,amazing,miraculous,amazing,miraculous,adj,default,"His achievement was amazing, but not miraculous.",0.363636364,True,cross-scale/human_data/pvt21.csv,His achievement was amazing.,amazing,miraculous,His achievement was, miraculous, ,.,His achievement was ___.,His achievement was miraculous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[90713],"[""Ġmiraculous""]",[-10.616464614868164],1,-10.6164646149,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_002__template_default__angry_violent__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_002,angry/violent,angry,violent,angry,violent,adj,default,"The character was angry, but not violent.",0.176470588,True,cross-scale/human_data/pvt21.csv,The character was angry.,angry,violent,The character was, violent, ,.,The character was ___.,The character was violent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[16401],"[""Ġviolent""]",[-12.371272087097168],1,-12.3712720871,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_003__template_default__big_huge__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_003,big/huge,big,huge,big,huge,adj,default,"The building was big, but not huge.",0.210526316,True,cross-scale/human_data/pvt21.csv,The building was big.,big,huge,The building was, huge, ,.,The building was ___.,The building was huge.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6765],"[""Ġhuge""]",[-8.90325927734375],1,-8.9032592773,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_004__template_default__bizarre_surreal__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_004,bizarre/surreal,bizarre,surreal,bizarre,surreal,adj,default,"The movie was bizarre, but not surreal.",0.260869565,True,cross-scale/human_data/pvt21.csv,The movie was bizarre.,bizarre,surreal,The movie was, surreal, ,.,The movie was ___.,The movie was surreal.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[64523],"[""Ġsurreal""]",[-10.364764213562012],1,-10.3647642136,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_005__template_default__bright_brilliant__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_005,bright/brilliant,bright,brilliant,bright,brilliant,adj,default,"The student was bright, but not brilliant.",0.125,True,cross-scale/human_data/pvt21.csv,The student was bright.,bright,brilliant,The student was, brilliant, ,.,The student was ___.,The student was brilliant.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19752],"[""Ġbrilliant""]",[-8.818961143493652],1,-8.8189611435,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_006__template_default__busy_full__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_006,busy/full,busy,full,busy,full,adj,default,"The restaurant was busy, but not full.",0.2,True,cross-scale/human_data/pvt21.csv,The restaurant was busy.,busy,full,The restaurant was, full, ,.,The restaurant was ___.,The restaurant was full.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2480],"[""Ġfull""]",[-3.368363857269287],1,-3.3683638573,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_007__template_default__calm_meditative__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_007,calm/meditative,calm,meditative,calm,meditative,adj,default,"The music was calm, but not meditative.",0.057142857,True,cross-scale/human_data/pvt21.csv,The music was calm.,calm,meditative,The music was, meditative, ,.,The music was ___.,The music was meditative.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[1774,21312]","[""Ġmed"",""itative""]","[-11.387638092041016,-0.17210721969604492]",2,-11.5597453117,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_008__template_default__casual_sloppy__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_008,casual/sloppy,casual,sloppy,casual,sloppy,adj,default,"His style was casual, but not sloppy.",0.517241379,True,cross-scale/human_data/pvt21.csv,His style was casual.,casual,sloppy,His style was, sloppy, ,.,His style was ___.,His style was sloppy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[73982],"[""Ġsloppy""]",[-9.368581771850586],1,-9.3685817719,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_009__template_default__cold_frosty__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_009,cold/frosty,cold,frosty,cold,frosty,adj,default,"His tone was cold, but not frosty.",0.235294118,True,cross-scale/human_data/pvt21.csv,His tone was cold.,cold,frosty,His tone was, frosty, ,.,His tone was ___.,His tone was frosty.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[44734,88]","[""Ġfrost"",""y""]","[-7.65023946762085,-0.03534310683608055]",2,-7.6855825745,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_010__template_default__comfortable_luxurious__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_010,comfortable/luxurious,comfortable,luxurious,comfortable,luxurious,adj,default,"The accommodations were comfortable, but not luxurious.",0.5,True,cross-scale/human_data/pvt21.csv,The accommodations were comfortable.,comfortable,luxurious,The accommodations were, luxurious, ,.,The accommodations were ___.,The accommodations were luxurious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[42728],"[""Ġluxurious""]",[-5.606969833374023],1,-5.6069698334,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_011__template_default__cool_cold__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_011,cool/cold,cool,cold,cool,cold,adj,default,"The nights were cool, but not cold.",0.357142857,True,cross-scale/human_data/pvt21.csv,The nights were cool.,cool,cold,The nights were, cold, ,.,The nights were ___.,The nights were cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-2.2528793811798096],1,-2.2528793812,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_012__template_default__cute_beautiful__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_012,cute/beautiful,cute,beautiful,cute,beautiful,adj,default,"His girlfriend was cute, but not beautiful.",0.135135135,True,cross-scale/human_data/pvt21.csv,His girlfriend was cute.,cute,beautiful,His girlfriend was, beautiful, ,.,His girlfriend was ___.,His girlfriend was beautiful.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6233],"[""Ġbeautiful""]",[-6.945542335510254],1,-6.9455423355,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_013__template_default__damp_wet__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_013,damp/wet,damp,wet,damp,wet,adj,default,"The sand was damp, but not wet.",0.111111111,True,cross-scale/human_data/pvt21.csv,The sand was damp.,damp,wet,The sand was, wet, ,.,The sand was ___.,The sand was wet.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[14401],"[""Ġwet""]",[-4.271707534790039],1,-4.2717075348,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_014__template_default__dark_black__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_014,dark/black,dark,black,dark,black,adj,default,"The sky was dark, but not black.",0.227272727,True,cross-scale/human_data/pvt21.csv,The sky was dark.,dark,black,The sky was, black, ,.,The sky was ___.,The sky was black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-4.610508918762207],1,-4.6105089188,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_015__template_default__decent_great__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_015,decent/great,decent,great,decent,great,adj,default,"His haircut was decent, but not great.",0.5,True,cross-scale/human_data/pvt21.csv,His haircut was decent.,decent,great,His haircut was, great, ,.,His haircut was ___.,His haircut was great.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2244],"[""Ġgreat""]",[-6.338470458984375],1,-6.3384704590,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_016__template_default__dry_arid__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_016,dry/arid,dry,arid,dry,arid,adj,default,"The climate was dry, but not arid.",0.137254902,True,cross-scale/human_data/pvt21.csv,The climate was dry.,dry,arid,The climate was, arid, ,.,The climate was ___.,The climate was arid.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[796,307]","[""Ġar"",""id""]","[-5.336311340332031,-0.17253796756267548]",2,-5.5088493079,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_017__template_default__elegant_ostentatious__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_017,elegant/ostentatious,elegant,ostentatious,elegant,ostentatious,adj,default,"The decor was elegant, but not ostentatious.",0.552631579,True,cross-scale/human_data/pvt21.csv,The decor was elegant.,elegant,ostentatious,The decor was, ostentatious, ,.,The decor was ___.,The decor was ostentatious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[36896,306,266,1223]","[""Ġost"",""ent"",""at"",""ious""]","[-10.032903671264648,-0.003946731332689524,-0.010819581337273121,-0.055665016174316406]",4,-10.1033350001,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_018__template_default__emotional_sentimental__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_018,emotional/sentimental,emotional,sentimental,emotional,sentimental,adj,default,"The film was emotional, but not sentimental.",0.058823529,True,cross-scale/human_data/pvt21.csv,The film was emotional.,emotional,sentimental,The film was, sentimental, ,.,The film was ___.,The film was sentimental.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[91938],"[""Ġsentimental""]",[-13.371722221374512],1,-13.3717222214,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_019__template_default__enjoyable_great__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_019,enjoyable/great,enjoyable,great,enjoyable,great,adj,default,"The novel was enjoyable, but not great.",0.135135135,True,cross-scale/human_data/pvt21.csv,The novel was enjoyable.,enjoyable,great,The novel was, great, ,.,The novel was ___.,The novel was great.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[2244],"[""Ġgreat""]",[-7.381155490875244],1,-7.3811554909,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
pvt21__pvt21_020__template_default__evil_satanic__no_frame,pvt21,Pankratz & van Tiel (2021),pvt21_020,evil/satanic,evil,satanic,evil,satanic,adj,default,"The cult was evil, but not satanic.",0.25,True,cross-scale/human_data/pvt21.csv,The cult was evil.,evil,satanic,The cult was, satanic, ,.,The cult was ___.,The cult was satanic.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,"[7578,31270]","[""Ġsat"",""anic""]","[-9.855369567871094,-0.5564587712287903]",2,-10.4118283391,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
